,client,site,date,accuracy cameras. m,Number of images,Flying altitude,Ground resolution,Coverage area,Tie points,Projections,Camera Model,Resolution,Pixel Size,Total (cm),Matching time,Alignment time,X error (cm),Y error (cm),Z error (cm),XY error (cm),Total (cm).1,Resolution.1,Point density,Coordinate system,RMS reprojection error,Max reprojection error,Mean key point size,Effective overlap,Accuracy,Optimization time,Depth maps generation time,Dense cloud generation time,control photoscan,accuracy cameras,camera model,resolution,number of photos,"Average camera location error, cm","fact accuracy in photoscans,cm",image overlap,fractional dem-diff,fractional dd colours,volume control,monitoring area,result
748,lmc,sherwin-williams,2020-02-13,0.05,161.0,73.4,1.99,0.06382,677854.0,2662277.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,2.5,865.0,202.0,1.6,1.3,0.4,2.1,2.1,7.12,1972.0,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.134563 (0.679387 pix),0.549288 (33.0581 pix),4.37252,4.2113,High,26.0,317.0,113.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,161.0,2.0,2.1,good overlapping,good,white,TRUE,True,good
750,brookfield-residential-bay-area,blvd,2020-02-14,0.05,218.0,134.0,3.64,0.4012,857443.0,3889325.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,5.8,1591.0,193.0,1.1,1.4,0.9,1.8,2.0,13.0,592.0,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.133362 (0.530323 pix),0.606147 (31.3919 pix),3.41874,4.93069,High,46.0,460.0,182.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,218.0,6.0,2.0,good overlapping,good,blue,TRUE,True,acceptable
751,lennar,gateway,2020-02-16,0.05,354.0,135.0,3.64,0.4232,1315328.0,6354937.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,5.1,2254.0,483.0,2.6,4.5,3.1,5.2,6.0,13.0,58.92,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.142634 (0.638181 pix),0.579875 (40.4784 pix),3.91454,5.1652,High,75.0,778.0,375.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,354.0,5.0,6.0,good overlapping,good,white,TRUE,True,good
752,lennar,innovation-village,2020-02-16,0.05,376.0,130.0,3.5,0.4332,1796376.0,6266733.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,3.2,1538.0,367.0,2.7,2.5,1.2,3.6,3.8,12.6,63.42,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.135324 (0.733362 pix),1.00878 (34.2387 pix),4.43313,3.70038,High,50.0,688.0,293.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,376.0,3.0,3.8,good overlapping,normal,red,TRUE,True,good
765,brookfield-residential-la,the-groves,2020-02-18,0.05,1164.0,97.5,2.0,0.4512,3442494.0,20424775.0,senseFly Aeria X (18.5 mm),6000 x 4000,3.91 x 3.91 um,42.1,11280.0,920.0,2.4,2.2,2.8,3.2,4.3,7.49,1782.0,NAD83 / California zone 5 (ftUS) (EPSG::2229),0.178249 (0.728386 pix),2.11424 (46.7374 pix),3.94081,6.38457,High,285.0,3600.0,2377.0,good,0.05,senseFly Aeria X (18.5 mm),6000 x 4000,1164.0,42.0,4.3,good overlapping,good,white,TRUE,True,good
762,lmc,sherwin-williams,2020-02-20,0.05,158.0,75.1,2.04,0.06862,729165.0,2644127.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,2.5,690.0,157.0,1.8,1.8,0.4,2.6,2.6,7.32,1862.0,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.130396 (0.666826 pix),0.555839 (33.1292 pix),4.28431,3.89025,High,16.0,297.0,188.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,158.0,3.0,2.6,good overlapping,good,white,TRUE,True,good
764,brookfield-residential-bay-area,blvd,2020-02-21,0.05,219.0,134.0,3.64,0.4062,855573.0,3906042.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,5.3,1366.0,155.0,0.8,1.1,0.7,1.3,1.5,13.0,592.0,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.137161 (0.638597 pix),0.560295 (33.0159 pix),4.14712,4.89519,High,47.0,471.0,255.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,219.0,5.0,1.5,good overlapping,good,white,TRUE,True,good
766,plant-construction-company,doyle-drive-phase-3a,2020-02-21,0.05,670.0,173.0,4.69,1.52,3113255.0,10050446.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,3.0,3035.0,836.0,0.6,0.7,0.4,0.9,1.0,16.9,34.92,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.12372 (0.680633 pix),0.612931 (39.0022 pix),4.26664,3.50759,High,65.0,1236.0,726.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,670.0,3.0,1.0,good overlapping,good,white,FALSE,True,good
767,engeo,treasure-island,2020-02-23,10.0,1259.0,108.0,2.95,0.9172,4630658.0,17295565.0,FC6310 (8.8 mm),4864 x 3648,2.61 x 2.61 um,1894.9,6420.0,1052.0,3.0,2.2,1.2,3.7,3.9,11.0,82.12,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.16553 (0.814754 pix),3.30959 (48.3246 pix),4.32914,4.13611,High,145.0,2166.0,3252.0,normal,10.0,FC6310 (8.8 mm),4864 x 3648,1259.0,1895.0,3.9,good overlapping,normal,red,TRUE,True,good
768,legacy-partners,livermore,2020-02-24,0.05,105.0,73.7,1.99,0.03722,529166.0,1720708.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,2.7,396.0,41.0,0.9,0.8,1.4,1.2,1.9,7.19,1942.0,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.118663 (0.572446 pix),0.59909 (26.6636 pix),3.95048,3.48479,High,21.0,173.0,84.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,105.0,3.0,1.9,good overlapping,good,white,TRUE,True,good
779,lmc,sherwin-williams,2020-02-27,0.05,164.0,73.3,1.99,0.06852,772322.0,2763740.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,2.4,713.0,125.0,1.4,1.7,1.0,2.2,2.4,7.12,1982.0,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.128261 (0.64083 pix),0.582427 (30.9531 pix),4.22662,3.85299,High,21.0,297.0,115.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,164.0,2.0,2.4,good overlapping,normal,white,TRUE,True,acceptable
781,engeo,treasure-island,2020-03-01,10.0,1268.0,109.0,2.96,0.9212,4252957.0,17029222.0,FC6310 (8.8 mm),4864 x 3648,2.61 x 2.61 um,1902.2,5460.0,990.0,15.6,4.9,7.6,16.3,18.0,11.0,81.92,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.166403 (0.823311 pix),3.01868 (43.7977 pix),4.68043,4.44474,High,204.0,2558.0,2239.0,good,10.0,FC6310 (8.8 mm),4864 x 3648,1268.0,1902.0,18.0,good overlapping,normal,red,TRUE,True,good
783,brookfield-residential-la,the-groves,2020-03-02,0.05,1167.0,95.9,1.97,0.4552,3482089.0,20535706.0,senseFly Aeria X (18.5 mm),6000 x 4000,3.91 x 3.91 um,44.1,10860.0,951.0,2.6,2.2,2.8,3.4,4.4,7.38,1842.0,NAD83 / California zone 5 (ftUS) (EPSG::2229),0.18026 (0.748058 pix),1.07912 (43.4666 pix),3.97151,6.30835,High,223.0,3563.0,2218.0,good,0.05,senseFly Aeria X (18.5 mm),6000 x 4000,1167.0,44.0,4.4,good overlapping,good,white,TRUE,True,good
786,lennar,innovation-village,2020-03-03,0.05,412.0,130.0,3.5,0.4322,1963386.0,6811406.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,3.1,1704.0,445.0,2.2,2.3,1.3,3.2,3.5,12.6,63.42,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.130223 (0.693021 pix),1.03668 (36.9877 pix),4.35945,3.68224,High,51.0,726.0,389.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,412.0,3.0,3.5,good overlapping,normal,red,TRUE,True,good
785,lennar,gateway,2020-03-03,0.05,314.0,136.0,3.67,0.4092,1296704.0,5758504.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,5.8,1664.0,412.0,2.5,3.3,3.5,4.1,5.4,13.2,57.62,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.135962 (0.616744 pix),0.591691 (41.77 pix),3.79691,4.72002,High,30.0,640.0,290.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,314.0,6.0,5.4,good overlapping,good,white,TRUE,True,good
797,lmc,sherwin-williams,2020-03-06,0.05,157.0,75.2,2.04,0.06752,621560.0,2578618.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,2.6,801.0,139.0,1.4,1.8,0.8,2.3,2.4,7.32,1872.0,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.136893 (0.682962 pix),0.643344 (34.061 pix),4.46748,4.47194,High,24.0,334.0,113.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,157.0,3.0,2.4,good overlapping,good,white,TRUE,True,good
792,brookfield-residential-bay-area,blvd,2020-03-06,0.05,228.0,134.0,3.66,0.4142,868360.0,4080627.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,5.2,1417.0,172.0,0.6,1.1,1.2,1.2,1.8,13.1,58.52,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.13727 (0.620089 pix),0.56582 (27.3679 pix),3.97682,5.04482,High,0.0,0.0,0.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,228.0,5.0,1.8,good overlapping,good,white,FALSE,False,good
791,lennar,blvd,2020-03-06,0.05,596.0,132.0,3.6,0.8342,2441334.0,10249577.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,3.1,3269.0,722.0,3.2,2.2,1.1,3.9,4.1,12.9,60.32,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.136231 (0.641799 pix),0.594314 (38.7764 pix),4.09092,4.43861,High,0.0,0.0,0.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,596.0,3.0,4.1,good overlapping,good,white,FALSE,False,bad
794,lennar,tracy-hills,2020-03-07,0.05,589.0,140.0,3.82,1.072,2185489.0,10617293.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,4.8,3462.0,525.0,0.0,0.0,0.0,0.5,0.1,13.7,53.72,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.137969 (0.618339 pix),0.675143 (39.3769 pix),3.97981,5.19681,High,107.0,1455.0,686.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,589.0,5.0,0.1,good overlapping,bad,red,FALSE,False,bad
798,engeo,treasure-island,2020-03-08,10.0,1334.0,108.0,2.95,1.072,2078775.0,7954113.0,FC6310 (8.8 mm),4864 x 3648,2.61 x 2.61 um,2037.1,395.0,755.0,1.9,1.3,1.0,2.3,2.5,11.0,83.12,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.125458 (1.17227 pix),1.62999 (63.5575 pix),8.20335,4.34957,Medium,104.0,2241.0,2143.0,good,10.0,FC6310 (8.8 mm),4864 x 3648,1334.0,2037.0,2.5,good overlapping,normal,red,TRUE,True,good
796,brookfield-residential-la,the-groves,2020-03-09,10.0,1310.0,68.2,1.58,0.3612,3915812.0,21007683.0,L1D-20c (10.26 mm),5472 x 3648,2.41 x 2.41 um,176.1,8040.0,2178.0,5.1,4.3,10.0,6.7,12.1,5.88,2892.0,NAD83 / California zone 5 (ftUS) (EPSG::2229),0.191736 (1.04024 pix),4.1567 (44.3619 pix),5.11729,5.56191,High,671.0,2322.0,1370.0,normal,10.0,L1D-20c (10.26 mm),5472 x 3648,1310.0,176.0,12.1,good overlapping,bad,red-blue,FALSE,False,bad
799,lmc,sherwin-williams,2020-03-12,0.05,157.0,75.1,2.04,0.06712,704212.0,2571866.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,2.5,686.0,185.0,1.3,1.3,0.8,1.8,2.0,7.32,1872.0,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.131133 (0.673069 pix),0.641828 (41.2045 pix),4.29754,3.94377,High,24.0,294.0,106.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,157.0,2.0,2.0,good overlapping,good,white,TRUE,True,good
800,brookfield-residential-bay-area,blvd,2020-03-13,0.05,221.0,135.0,3.65,0.4142,883824.0,3949378.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,5.4,1284.0,177.0,0.5,1.0,0.8,1.1,1.4,13.1,58.52,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.134609 (0.590782 pix),0.631538 (34.2673 pix),3.69647,4.80683,High,43.0,458.0,172.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,221.0,5.0,1.4,good overlapping,good,white,TRUE,True,good
801,lennar,innovation-village,2020-03-16,0.05,391.0,130.0,3.52,0.4292,1786327.0,6707601.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,3.3,1835.0,409.0,2.3,1.6,1.5,2.8,3.1,12.6,63.12,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.131738 (0.686214 pix),0.594117 (32.898 pix),4.4882,3.98107,High,0.0,0.0,0.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,391.0,3.0,3.1,good overlapping,good,white,TRUE,True,good
805,brookfield-residential-la,the-groves,2020-03-18,0.05,1141.0,97.4,2.0,0.4422,3098516.0,19929386.0,senseFly Aeria X (18.5 mm),6000 x 4000,3.91 x 3.91 um,32.4,12360.0,879.0,3.0,2.4,3.0,3.9,4.9,7.46,1802.0,NAD83 / California zone 5 (ftUS) (EPSG::2229),0.186479 (0.756981 pix),1.62642 (43.9862 pix),4.01977,6.92004,High,242.0,3660.0,2220.0,good,0.05,senseFly Aeria X (18.5 mm),6000 x 4000,1141.0,32.0,4.9,good overlapping,good,white,TRUE,True,good
806,engeo,treasure-island,2020-03-21,10.0,1319.0,109.0,2.95,1.052,2007793.0,7548701.0,FC6310 (8.8 mm),4864 x 3648,2.61 x 2.61 um,2020.8,372.0,695.0,2.7,1.7,2.5,3.2,4.1,11.0,83.22,NAD83 / California zone 3 (ftUS) (EPSG::2227),1.23226 (5.09449 pix),2809.92 (11057.8 pix),8.09142,4.17968,Medium,30.0,2141.0,2749.0,good,10.0,FC6310 (8.8 mm),4864 x 3648,1319.0,2021.0,4.1,problematic overlap,normal,red,TRUE,True,acceptable
807,brookfield-residential-bay-area,blvd,2020-03-21,0.05,224.0,135.0,3.64,0.4212,1051458.0,4040434.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,5.2,1075.0,218.0,0.5,1.3,0.8,1.3,1.6,13.0,58.72,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.126994 (0.584985 pix),0.585765 (27.6483 pix),3.89753,4.12722,High,47.0,431.0,163.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,224.0,5.0,1.6,good overlapping,normal,red,TRUE,True,acceptable
808,brookfield-residential-la,the-groves,2020-03-24,0.05,918.0,95.7,1.97,0.442,3179799.0,16660187.0,senseFly Aeria X (18.5 mm),6000 x 4000,3.91 x 3.91 um,34.4,9000.0,632.0,3.0,2.3,2.5,3.8,4.5,7.35,1852.0,NAD83 / California zone 5 (ftUS) (EPSG::2229),0.178824 (0.722658 pix),1.30572 (36.0952 pix),3.96379,5.49637,High,157.0,2260.0,1395.0,good,0.05,senseFly Aeria X (18.5 mm),6000 x 4000,918.0,34.0,4.5,good overlapping,good,white,TRUE,True,good
809,lennar,faria-preserve,2020-03-24,0.05,738.0,147.0,4.0,1.012,3636869.0,12164721.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,2.3,3660.0,769.0,0.3,0.3,0.1,4.2,0.4,14.3,48.72,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.126501 (0.649723 pix),0.596503 (39.8522 pix),4.12314,3.67084,High,0.0,0.0,0.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,738.0,2.0,0.4,problematic overlap,bad,blue,FALSE,False,bad
810,lmc,sherwin-williams,2020-03-26,0.05,158.0,75.7,2.05,0.06822,728981.0,2585178.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,2.6,723.0,151.0,2.1,2.0,0.8,2.9,3.0,7.34,1852.0,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.130098 (0.671895 pix),0.654631 (27.1637 pix),4.26884,3.80392,High,17.0,296.0,108.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,158.0,3.0,3.0,good overlapping,good,white,TRUE,True,good
811,plant-construction-company,pier-70,2020-03-27,0.05,345.0,93.1,2.54,0.1822,1534511.0,5114540.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,2.3,1228.0,339.0,2.2,2.2,1.1,3.2,3.3,9.03,1232.0,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.126865 (0.659603 pix),0.588674 (35.8722 pix),4.46991,3.54057,High,59.0,629.0,343.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,345.0,2.0,3.3,good overlapping,good,white,TRUE,True,good
813,brookfield-residential-bay-area,blvd,2020-03-27,0.05,236.0,134.0,3.64,0.4072,1001920.0,4195035.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,4.8,1332.0,172.0,0.4,0.9,0.8,1.0,1.3,13.0,58.92,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.132817 (0.602122 pix),0.540885 (36.2248 pix),3.94826,4.51624,High,37.0,507.0,190.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,236.0,5.0,1.3,good overlapping,good,white,TRUE,True,acceptable
812,lennar,innovation-village,2020-03-29,0.05,384.0,130.0,3.51,0.4332,1746399.0,6355142.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,3.1,1644.0,362.0,2.5,2.4,1.3,3.5,3.7,12.6,63.12,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.132722 (0.720218 pix),0.617229 (39.2875 pix),4.63349,3.84175,High,42.0,724.0,306.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,384.0,3.0,3.7,good overlapping,good,white,TRUE,True,good
826,rmv-realty-inc,pa3-phase-1-grading,2020-04-02,10.0,4730.0,100.0,2.77,3.072,9868195.0,43590716.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,57.8,2587.0,4020.0,3.3,6.0,541.8,6.8,541.9,9.91,1022.0,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.127502 (1.23875 pix),0.785113 (65.3352 pix),8.05045,5.09909,Medium,386.0,14700.0,8340.0,good,10.0,FC6310R (8.8 mm),5472 x 3648,4730.0,58.0,6.7,good overlapping,normal,red,FALSE,False,acceptable
827,lmc,sherwin-williams,2020-04-02,0.05,157.0,75.4,2.05,0.06592,714992.0,2519936.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,2.8,692.0,134.0,1.2,2.1,1.0,2.4,2.6,7.35,1852.0,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.131461 (0.686765 pix),0.855422 (30.5174 pix),4.35338,3.77965,High,18.0,297.0,106.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,157.0,3.0,2.6,good overlapping,good,white,FALSE,False,good
823,brookfield-residential-bay-area,blvd,2020-04-03,0.05,221.0,134.0,3.65,0.4032,938467.0,3954776.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,5.1,1217.0,176.0,2.9,1.8,4.3,3.4,5.5,8.83,1282.0,NAD83 / California zone 6 (ftUS) (EPSG::2230),0.140888 (0.700524 pix),0.61581 (28.6216 pix),4.17252,4.3589,High,28.0,424.0,137.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,221.0,5.0,1.5,good overlapping,good,white,TRUE,True,acceptable
831,lmc,sherwin-williams,2020-04-09,0.05,138.0,78.7,2.13,0.06862,637627.0,2267054.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,2.7,565.0,145.0,1.4,1.8,0.7,2.3,2.4,7.63,1722.0,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.128325 (0.65883 pix),0.539917 (32.1196 pix),4.46997,3.78054,High,13.0,248.0,80.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,138.0,3.0,2.4,good overlapping,good,white,TRUE,False,good
832,brookfield-residential-bay-area,blvd,2020-04-10,0.05,276.0,134.0,3.64,0.4332,1114018.0,4914540.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,4.4,1677.0,286.0,0.9,0.9,1.1,1.3,1.7,13.0,592.0,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.135253 (0.623014 pix),0.573674 (36.0774 pix),3.8963,4.73608,High,41.0,647.0,221.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,276.0,4.0,1.7,good overlapping,normal,red,TRUE,True,acceptable
833,lennar,innovation-village,2020-04-12,0.05,377.0,129.0,3.51,0.4352,1752934.0,6230348.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,3.2,1601.0,412.0,2.0,1.6,1.1,2.5,2.8,12.5,63.52,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.133824 (0.72681 pix),0.651378 (47.4851 pix),4.59577,3.75153,High,0.0,0.0,0.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,377.0,3.0,2.8,good overlapping,good,white,TRUE,True,good
834,engeo,treasure-island,2020-04-12,10.0,1338.0,109.0,2.96,1.062,2005151.0,7512720.0,FC6310 (8.8 mm),4864 x 3648,2.61 x 2.61 um,2018.7,403.0,717.0,1.3,1.3,0.6,1.9,2.0,11.0,81.92,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.129439 (1.23606 pix),1.37986 (57.1571 pix),8.13435,4.23394,Medium,0.0,0.0,0.0,good,10.0,FC6310 (8.8 mm),4864 x 3648,1338.0,2019.0,2.0,good overlapping,good,white,TRUE,True,good
837,lmc,sherwin-williams,2020-04-16,0.05,162.0,75.6,2.04,0.06832,739585.0,2652775.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,2.7,704.0,147.0,1.1,1.9,1.0,2.1,2.4,7.32,1872.0,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.130081 (0.669972 pix),0.578432 (30.2262 pix),4.44883,3.85497,High,16.0,323.0,108.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,162.0,3.0,2.4,good overlapping,good,white,TRUE,True,good
841,brookfield-residential-bay-area,blvd,2020-04-17,0.05,255.0,134.0,3.65,0.392,1037082.0,4502427.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,4.4,1589.0,254.0,0.4,0.8,0.9,0.9,1.3,13.0,592.0,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.133037 (0.605839 pix),0.813168 (28.8579 pix),4.03459,4.69584,High,52.0,576.0,201.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,255.0,4.0,1.3,good overlapping,good,white,TRUE,True,acceptable
838,engeo,treasure-island,2020-04-19,10.0,1350.0,108.0,2.95,1.062,1988970.0,7352742.0,FC6310 (8.8 mm),4864 x 3648,2.61 x 2.61 um,1995.8,403.0,528.0,1.3,1.2,0.4,1.7,1.8,11.0,82.12,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.128814 (1.1963 pix),1.56858 (67.7898 pix),8.09571,4.17481,Medium,0.0,0.0,0.0,good,10.0,FC6310 (8.8 mm),4864 x 3648,1350.0,1996.0,1.8,good overlapping,good,white,TRUE,True,good
840,brookfield-residential-la,the-groves,2020-04-21,0.05,1133.0,98.6,2.03,0.4282,3036378.0,19047947.0,senseFly Aeria X (18.5 mm),6000 x 4000,3.91 x 3.91 um,31.6,13440.0,810.0,3.4,2.3,2.5,4.1,4.8,7.56,1752.0,NAD83 / California zone 5 (ftUS) (EPSG::2229),0.179847 (0.69493 pix),1.4313 (44.1925 pix),3.7664,6.79931,High,244.0,4020.0,2418.0,good,0.05,senseFly Aeria X (18.5 mm),6000 x 4000,1133.0,32.0,4.8,good overlapping,normal,red,TRUE,True,good
842,lmc,sherwin-williams,2020-04-23,0.05,161.0,75.3,2.04,0.0672,782380.0,2467989.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,2.3,625.0,132.0,1.8,2.3,0.6,2.9,3.0,7.31,1872.0,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.123608 (0.689798 pix),0.731032 (28.2838 pix),4.69065,3.36819,High,16.0,290.0,105.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,161.0,2.0,3.0,good overlapping,good,white,TRUE,True,good
844,independent-construction,fiddyment-ranch---phase-3a-3b,2020-04-24,10.0,721.0,143.0,6.13,0.8472,2227350.0,10714470.0,FC350 (3.61 mm),4000 x 3000,1.56 x 1.56 um,520.8,2363.0,1419.0,2.7,2.3,1.0,3.6,3.7,21.0,22.62,NAD83 / California zone 2 (ftUS) (EPSG::2226),0.201576 (0.793334 pix),2.9275 (37.2822 pix),3.62394,5.57519,High,179.0,988.0,606.0,good,10.0,FC350 (3.61 mm),4000 x 3000,721.0,521.0,3.7,good overlapping,normal,blue,FALSE,False,good
847,lennar,innovation-village,2020-04-26,0.05,409.0,129.0,3.51,0.422,1767223.0,6352644.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,3.4,1847.0,638.0,1.9,2.2,1.2,2.9,3.2,12.5,63.52,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.136196 (0.742817 pix),0.667503 (32.4871 pix),4.5209,3.80295,High,79.0,782.0,380.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,409.0,3.0,3.2,good overlapping,good,white,TRUE,True,good
849,engeo,treasure-island,2020-04-26,10.0,1354.0,110.0,2.98,1.072,2033570.0,7596973.0,FC6310 (8.8 mm),4864 x 3648,2.61 x 2.61 um,1949.1,403.0,553.0,1.4,1.3,0.5,1.9,2.0,11.1,80.92,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.129203 (1.20816 pix),1.57655 (58.1331 pix),8.09581,4.20343,Medium,72.0,2409.0,2176.0,good,10.0,FC6310 (8.8 mm),4864 x 3648,1354.0,1949.0,2.0,good overlapping,normal,blue,TRUE,True,good
852,lennar,gateway,2020-04-26,0.05,358.0,135.0,3.64,0.3892,1371231.0,5965139.0,FC6310R (8.8 mm),5472 x 3648,2.41 x 2.41 um,5.2,1897.0,583.0,5.0,3.6,3.7,6.2,7.2,13.0,58.82,NAD83 / California zone 3 (ftUS) (EPSG::2227),0.139884 (0.632617 pix),2.19458 (31.6298 pix),3.85407,4.59028,High,69.0,728.0,358.0,good,0.05,FC6310R (8.8 mm),5472 x 3648,358.0,5.0,7.2,good overlapping,normal,blue,TRUE,True,good
851,brookfield-residential-la,the-groves,2020-04-27,0.05,1165.0,99.8,2.05,0.4812,2815515.0,14586281.0,senseFly Aeria X (18.5 mm),6000 x 4000,3.91 x 3.91 um,35.4,853.0,716.0,3.1,2.2,1.9,3.8,4.2,7.64,1712.0,NAD83 / California zone 5 (ftUS) (EPSG::2229),0.141571 (1.17803 pix),1.59614 (74.6217 pix),7.65363,5.69008,Medium,0.0,0.0,0.0,good,0.05,senseFly Aeria X (18.5 mm),6000 x 4000,1165.0,35.0,4.2,good overlapping,good,white,TRUE,True,good
